Arist(s) Name|Track Name|Album Name|Length|SpotifyID|ISRC|Release Date|Popularity
Lil Peep; ILOVEMAKONNEN; Fall Out Boy | I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy) | I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy) | 00:03:53 | 2v5JTeM6hSmi5wWy7jiwrI | USQX91900290 | 2019-01-31 | 62
Sia; Sean Paul | Cheap Thrills (feat. Sean Paul) | Cheap Thrills (feat. Sean Paul) | 00:03:44 | 6b3b7lILUJqXcp6w9wNQSm | USRC11600201 | 2016-02-11 | 70
Khalid; Normani | Love Lies | Love Lies | 00:03:21 | 45Egmo7icyopuzJN0oMEdk | USRC11703646 | 2018-02-14 | 76
Pitbull; John Ryan | Fireball (feat. John Ryan) | Globalization | 00:03:56 | 4Y7XAxTANhu3lmnLAzhWJW | USRC11401783 | 2014-11-24 | 82
Throttle | Japan | Japan | 00:03:32 | 29rdnajLrCXu0wDPpBA15p | CA6D21900245 | 2019-09-13 | 47
Rihanna | Pon de Replay | Music Of The Sun | 00:04:06 | 4TsmezEQVSZNNPv5RJ65Ov | USIR20500331 | 2005-08-29 | 82
Nick Jonas | Jealous | Nick Jonas X2 | 00:03:43 | 2RqtfcLB7iOZj0zYB8Auhu | USUM71412696 | 2015-11-20 | 71
Ne-Yo | Let Me Love You (Until You Learn To Love Yourself) | R.E.D. (Deluxe Edition) | 00:04:11 | 4kte3OcW800TPvOVgrLLj8 | USUM71207198 | 2012-01-01 | 72
Nelly | Hot In Herre | Nellyville | 00:03:48 | 04KTF78FFg8sOHC1BADqbY | USUR10200371 | 2002-06-25 | 79
Nelly; Kelly Rowland | Dilemma | Nellyville | 00:04:49 | 0ARK753YaiJbpLUk7z5yIM | USUR10200370 | 2002-06-25 | 82
AJR | Yes I'm A Mess | Yes I'm A Mess | 00:02:44 | 4sdy1437S50nXxOxQadlGy | USUG12305392 | 2023-09-29 | 46
The Chainsmokers; Coldplay | Something Just Like This | Memories...Do Not Open | 00:04:07 | 6RUKPb4LETWmmr3iAEQktW | USQX91700278 | 2017-04-07 | 90
Becky G | Shower | Shower | 00:03:26 | 3DmW6y7wTEYHJZlLo1r6XJ | USRC11400866 | 2014-04-23 | 80
The Mowgli's | I'm Good | Kids In Love | 00:02:46 | 5KQDGl3vAkNGyfvSbaW89E | USUM71500700 | 2015-04-14 | 55
Jason Derulo | If I'm Lucky | If I'm Lucky | 00:03:32 | 6eUncuJutsFi9BGO1JaBHh | USWB11701514 | 2017-08-31 | 52
John Legend | All of Me | Love In The Future (Expanded Edition) | 00:04:29 | 3U4isOIWM3VvDubwSI3y7a | USSM11303954 | 2013-08-30 | 88
Rihanna; JAY-Z | Umbrella | Good Girl Gone Bad | 00:04:35 | 2yPoXCs7BSIUrucMdK5PzV | USUM70736771 | 2007-01-01 | 75
Jason Derulo; 2 Chainz | Talk Dirty (feat. 2 Chainz) | Talk Dirty | 00:02:57 | 6g6A7qNhTfUgOSH7ROOxTD | USWB11302648 | 2013-09-10 | 70
Jason Derulo | Trumpets | Talk Dirty | 00:03:37 | 5KONnBIQ9LqCxyeSPin26k | USWB11400673 | 2013-09-10 | 64
Jason Derulo | The Other Side | Talk Dirty | 00:03:46 | 5FljCWR0cys07PQ9277GTz | USWB11301002 | 2013-09-10 | 65
Jason Derulo | Marry Me | Talk Dirty | 00:03:45 | 3ogtSrlbtiTamktbA0hw0E | USWB11303186 | 2013-09-10 | 54
Bruno Mars | 24K Magic | 24K Magic | 00:03:45 | 6b8Be6ljOzmkOmFslEb23P | USAT21602944 | 2016-11-17 | 85
Bruno Mars | That's What I Like | 24K Magic | 00:03:26 | 0KKkJNfGyhkQ5aFogxQAPU | USAT21602948 | 2016-11-17 | 90
The Kid LAROI; Justin Bieber | STAY (with Justin Bieber) | STAY (with Justin Bieber) | 00:02:21 | 5HCyWlXZPP0y6Gqq8TgA20 | USSM12103949 | 2021-07-09 | 82
Galantis | Runaway (U & I) | Pharmacy | 00:03:47 | 46lFttIf5hnUZMGvjK0Wxo | USAT21404265 | 2015-06-05 | 78
Pitbull | Hotel Room Service | Pitbull Starring In Rebelution | 00:03:57 | 0OPyDgTRuIdCJ9B4bYSths | USJAY0900063 | 2009-08-27 | 79
Akon | Lonely | Trouble | 00:03:55 | 6ls5ulRydoPE7oWGPGBqFA | USUR10400234 | 2006-01-01 | 70
COIN | Talk Too Much | How Will You Know If You Never Try | 00:03:07 | 4djIFfof5TpbSGRZUpsTXq | USSM11602662 | 2017-04-21 | 69
Aly & AJ | Potential Breakup Song | Insomniatic | 00:03:39 | 11dxtPJKR4E0wlSr0A0t47 | USHR10723111 | 2007-01-01 | 67
Rascal Flatts | Life is a Highway - From "Cars" | Disney/Pixar Greatest | 00:04:36 | 5YbeJyTQkdSAWe1Ie4sLAl | USWD10628832 | 2009-01-01 | 52
The Goo Goo Dolls | Iris | Dizzy up the Girl | 00:04:49 | 6Qyc6fS4DsZjB2mRW9DsQs | USWB19800160 | 1998 | 92
Gym Class Heroes | Cupid's Chokehold / Breakfast in America | The Papercut Chronicles | 00:04:03 | 2Lhdl74nwwVGOE2Gv35QuK | US56V0407211 | 2005-02-22 | 80
Mina Okabe | Every Second | Every Second | 00:03:02 | 6dquCx5KAW5jCgGgoTlghL | DKUM72100269 | 2021-05-21 | 58
Portugal. The Man | Feel It Still | Woodstock | 00:02:43 | 6QgjcU0zLnzq5OrUoSZ3OK | USAT21700437 | 2017-06-16 | 82
Portugal. The Man | So Young | Woodstock | 00:04:06 | 4SNtyKNyYJ8ERT7YLlnFBr | USAT21700820 | 2017-06-16 | 67
Neon Trees | Songs I Can't Listen To | Songs I Can't Listen To | 00:03:20 | 1WMBlpjhd3AUQiNfJOzfIl | USUM71505586 | 2015-05-05 | 56
Rihanna; Mikky Ekko | Stay | Unapologetic | 00:04:00 | 5rvSPYxUGL3Bu8BWtLj5Yw | USUM71214754 | 2012-12-11 | 53
Linkin Park | BURN IT DOWN | LIVING THINGS | 00:03:50 | 7oVEtyuv9NBmnytsCIsY5I | USWB11200587 | 2012-06-19 | 79
Clean Bandit; Jess Glynne | Rather Be (feat. Jess Glynne) | New Eyes | 00:03:47 | 0am001WwFBVGDGLwRh3ixi | GBAHS1300498 | 2014-06-02 | 70
David Guetta; Sia | Titanium (feat. Sia) | Nothing but the Beat (Ultimate Edition) | 00:04:05 | 0TDLuuLlV54CkRRUOahJb4 | GB28K1100036 | 2012-12-07 | 85
French Montana; Swae Lee | Unforgettable | Jungle Rules | 00:03:53 | 3B54sVLJ402zGa6Xm4YGNe | USSM11703478 | 2017-07-14 | 88
Glass Animals; Parra for Cuva | Show Pony - Parra For Cuva Remix | Show Pony (Parra For Cuva Remix) | 00:03:49 | 3zl3slB8eXZeigoRRja3kj | GBUM72407799 | 2025-02-07 | 54
Mumford & Sons | Woman | Delta | 00:04:34 | 4LngVAmigX4WrBEDfonBlU | GBUM71806304 | 2018-11-16 | 0
Fitz and The Tantrums | Fool | Fitz and The Tantrums (Deluxe Edition) | 00:03:09 | 7rt7ywY9yekwaYXk2Zt4Q5 | USAT21701766 | 2017-07-24 | 51
Fitz and The Tantrums | HandClap | Fitz and The Tantrums (Deluxe Edition) | 00:03:13 | 4qRaZYiaOsSvWC7VgcxrI0 | USAT21600408 | 2017-07-24 | 68
Fitz and The Tantrums | Roll Up | Fitz and The Tantrums (Deluxe Edition) | 00:03:38 | 7L6v4BoEk6efFAC4ErAKj5 | USAT21601017 | 2017-07-24 | 45
WALK THE MOON | Kamikaze | What If Nothing | 00:03:16 | 3YQ96qkxiEwTLwgu2Izcmq | USRC11702169 | 2017-11-10 | 51
Fruit Bats | The Bottom of It | Gold Past Life | 00:03:01 | 6tZetCGfhxPh5ZIKCGmaKq | USMRG1967001 | 2019-06-21 | 64
Post Malone | Circles | Hollywood's Bleeding | 00:03:35 | 21jGcNKet2qwijlDFuPiPb | USUM71915699 | 2019-09-06 | 87
Kelly Clarkson | My Life Would Suck Without You | All I Ever Wanted | 00:03:31 | 4Dm32oO01YpIubCHaAtKkN | GBCTA0800348 | 2009-03-06 | 70
Kelly Clarkson | Already Gone | All I Ever Wanted | 00:04:41 | 4fq2YUONcgrCJ2SPndSeKC | GBCTA0900011 | 2009-03-06 | 58
Franz Ferdinand | This fffire - New Version | This fffire | 00:03:38 | 46gSk82duJtX3TTA182ruG | GBCEL0400184 | 2004-11-15 | 69
Shankar-Ehsaan-Loy; Shaan; Vasundhara Das; Loy Mendonsa; Shankar Mahadevan | Where's the Party Tonight | Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack) | 00:06:18 | 6ECucSdJeJmSm3k1k3Vumv | INS170600225 | 2006-06-08 | 60
The Bangles | Walk Like an Egyptian | Different Light | 00:03:24 | 7vyTKKN7FpD9zAp6f82EPp | USSM18500592 | 1985-07-17 | 43
Little Hurt | Alaska | Every Second | 00:03:08 | 33K76XhnAvPLBuX1G9gjIs | USQX91901792 | 2021-01-29 | 45
Jonas Brothers | Burnin' Up | A Little Bit Longer | 00:02:55 | 2VEsmoek0sol9MnJFyoG9e | USHR10823884 | 2008-08-12 | 71
Cage The Elephant | Come a Little Closer | Melophobia | 00:03:49 | 6zEvZ5Bip13TwMrheoZSju | USRC11301144 | 2013-10-08 | 0
Daft Punk; Pharrell Williams; Nile Rodgers | Get Lucky (feat. Pharrell Williams and Nile Rodgers) | Random Access Memories | 00:06:09 | 69kOkLUCkxIZYexIgSG8rq | USQX91300108 | 2013-05-20 | 78
Throttle | Cities | Where U Are | 00:02:59 | 6t67COokESOCeqHkMNroSu | CA6D21900301 | 2019-10-11 | 55
Throttle | Where U Are | Where U Are | 00:03:51 | 31eOi2Kn9rhdU2Ss1eAPrq | CA6D21900302 | 2019-10-11 | 50
Jonas Brothers | S.O.S. | Jonas Brothers | 00:02:33 | 6sDP4912wjwB7BJhbSnjS1 | USHR10723189 | 2007-01-01 | 65
Of Monsters and Men | Little Talks | My Head Is An Animal | 00:04:26 | 2ihCaVdNZmnHZWt0fvAM7B | USUM71119106 | 2012-01-01 | 83
Major Lazer; DJ Snake; MØ | Lean On | Peace Is The Mission (Extended) | 00:02:56 | 1Lim1Py7xBgbAkAys3AGAG | QMUY41500008 | 2015-11-27 | 7
The Killers | Mr. Brightside | Hot Fuss | 00:03:42 | 003vvx7Niy0yvhvHt4a68B | USIR20400274 | 2004 | 90
Bryce Vine; YG | La La Land (feat. YG) | Carnival | 00:02:57 | 4oM9DGUTrRaXJDypxxHztZ | USWB11801429 | 2019-09-06 | 63
Lukas Graham | 7 Years | Lukas Graham | 00:03:57 | 5kqIPrATaCc2LqxVWzQGbk | USWB11506516 | 2016-04-01 | 85
Pitbull; AFROJACK; Ne-Yo; Nayer | Give Me Everything (feat. Nayer) | Planet Pit (Deluxe Version) | 00:04:12 | 4QNpBfC0zvjKqPJcyqBy9W | USJAY1100032 | 2011-06-17 | 90
Pitbull; T-Pain | Hey Baby (Drop It to the Floor) (feat. T-Pain) | Planet Pit (Deluxe Version) | 00:03:54 | 3rfhI32Il2hVRKDkuGeeen | USJAY1000153 | 2011-06-17 | 80
Pitbull; Chris Brown | International Love (feat. Chris Brown) | Planet Pit (Deluxe Version) | 00:03:47 | 62zFEHfAYl5kdHYOivj4BC | USJAY1100015 | 2011-06-17 | 84
Paramore | Ain't It Fun | Paramore | 00:04:56 | 1j8z4TTjJ1YOdoFEDwJTQa | USAT21300009 | 2013-04-05 | 79
Paramore | Still into You | Paramore | 00:03:36 | 1yjY7rpaAQvKwpdUliHx0d | USAT21300012 | 2013-04-05 | 84
Green Day | Basket Case | Dookie | 00:03:01 | 6L89mwZXSOwYl76YXfX13s | USRE19900151 | 1994-02-01 | 84
The Killers | Somebody Told Me | Hot Fuss | 00:03:17 | 7HGTkn2aX7MNdKs7nV2xBt | USIR20400195 | 2004-06-15 | 6
Plain White T's | Hey There Delilah | All That We Needed | 00:03:52 | 4RCWB3V8V0dignt99LZ8vH | US5260507213 | 2005-01-25 | 80
Black Eyed Peas | Where Is The Love? | Elephunk | 00:04:32 | 3CNqo3gYrfexdrtjFmC9he | USIR10311862 | 2003 | 4
Black Eyed Peas | Let's Get It Started - Spike Mix | Elephunk | 00:03:37 | 3qK8x4GZcIkzTz9JEqvIF5 | USIR10400364 | 2003 | 2
MIKA | Grace Kelly | Life in Cartoon Motion | 00:03:07 | 7dzUZec5MnWMyQnk5klnKR | USC7R0600006 | 2007-02-05 | 62
Young Rising Sons | SAD (Clap Your Hands) | SAD / Scatterbrain | 00:02:32 | 22jEGuVPtvtMqKPuXdOVCh | US3DF1827763 | 2018-09-28 | 51
Zedd; Hayley Williams | Stay The Night - Featuring Hayley Williams Of Paramore | Clarity (Deluxe) | 00:03:37 | 2QtJA4gbwe1AcanB2p21aP | USUM71311478 | 2012 | 70
The Neighbourhood | Sweater Weather | I Love You. | 00:04:00 | 2QjOHCTQ1Jl3zawyYOpxh6 | USSM11300080 | 2013-04-22 | 92
50 Cent | In Da Club | Get Rich Or Die Tryin' | 00:03:13 | 4RY96Asd9IefaL3X4LOLZ8 | USIR10300033 | 2003-02-06 | 76
Daniel Powter | Bad Day | Daniel Powter | 00:03:53 | 0mUyMawtxj1CJ76kn9gIZK | USWB10401971 | 2005-02-22 | 78
Lil Wayne; Sosamann | What About Me (feat. Sosamann) | Tha Carter V | 00:03:36 | 3JX0dOCIAiaR8MP3ryXWuM | USUG11802110 | 2018-09-28 | 51
Lil Wayne | Open Letter | Tha Carter V | 00:04:29 | 2DnH4XlEkghUdE8ymdVom5 | USUG11802111 | 2018-09-28 | 51
Lil Wayne; Reginae Carter | Famous (feat. Reginae Carter) | Tha Carter V | 00:04:02 | 05r1GGg1Rhs0RcUg27C82a | USUG11802112 | 2018-09-28 | 55
Lil Wayne | Problems | Tha Carter V | 00:03:28 | 0ubdf6zWT1It2saK41SkO0 | USUG11802114 | 2018-09-28 | 48
Lil Wayne | Took His Time | Tha Carter V | 00:04:22 | 1Dk3CfJEtqvj7Xg2AWwfEn | USUG11802117 | 2018-09-28 | 50
Lil Wayne | Demon | Tha Carter V | 00:03:34 | 1kaxyXcAi5ZHF3Q94QXsHK | USUG11802120 | 2018-09-28 | 49
Lil Wayne | Perfect Strangers | Tha Carter V | 00:04:09 | 4E3qImtJzRqLt8ZZyLceOE | USUG11802123 | 2018-09-28 | 49
Avril Lavigne | Rock N Roll | Avril Lavigne | 00:03:26 | 0qhCDQuqUm6wbJjAk7SlHR | USSM11304458 | 2013-11-06 | 0
Avril Lavigne | Here's to Never Growing Up | Avril Lavigne | 00:03:34 | 1rdreHH1v6kyrx2mFQvLR4 | USSM11301439 | 2013-11-06 | 0
Nicki Minaj | Super Bass | Pink Friday (Deluxe) | 00:03:20 | 0iYebKFUSfF72fUu2OW6ZT | USCM51000734 | 2010-01-01 | 9
The Script | Breakeven | The Script | 00:04:21 | 38xWaVFKaxZlMFvzNff2aW | GBARL0800147 | 2008-09-08 | 67
Rex Orange County | Best Friend | Best Friend | 00:04:22 | 47Bg6IrMed1GPbxRgwH2aC | US23A1500387 | 2017-01-25 | 3
The Verve | Bitter Sweet Symphony - Remastered 2016 | Urban Hymns (Remastered 2016) | 00:05:57 | 57iDDD9N9tTWe75x6qhStw | GBUM71601816 | 1997-09-29 | 85
Jennifer Lopez; Pitbull | On The Floor - Radio Edit | On The Floor | 00:03:50 | 0Oe49j06Bjrxs8PltuVeaW | USUM71100721 | 2011-02-18 | 77
AJR | It's On Us (Benefiting the "It's On Us" Campaign) | It's On Us (Benefiting the "It's On Us" Campaign) | 00:03:27 | 2AVZJ4u8JOhcYBX5yHGdrX | TCACZ1712030 | 2017-03-31 | 48
Lewis Capaldi | Someone You Loved | Divinely Uninspired To A Hellish Extent | 00:03:02 | 7qEHsqek33rTcFNT9PFqLf | DEUM71807062 | 2019-05-17 | 88
Andy Grammer | Good To Be Alive (Hallelujah) | Magazines Or Novels (Deluxe Edition) | 00:03:09 | 3gHc5XTAywdFQUsHS6DD7G | USSC61500058 | 2015-11-20 | 1
The Cardigans | Lovefool | First Band On The Moon (Remastered) | 00:03:13 | 7aQjPecQdIuNd1sz3KCDhD | SEBKB9629380 | 1996-01-01 | 83
Imagine Dragons; Khalid | Thunder / Young Dumb & Broke (with Khalid) - Medley | Thunder / Young Dumb & Broke (with Khalid) [Medley] | 00:04:11 | 7ER7vcy7u2ajg5IV45WBFw | USUM71713887 | 2017-12-20 | 62
Yolanda Be Cool; DCup | We No Speak Americano (Edit) | We No Speak Americano | 00:02:37 | 37dYAkMa4lzRCH6kDbMT1L | AUCN30901654 | 2020-12-04 | 65
P!nk | Get the Party Started | M!ssundaztood (Expanded Edition) | 00:03:12 | 02jcEwywffn3Tsb48fXmlW | USAR10100717 | 2001 | 72
Bruno Mars | Locked out of Heaven | Unorthodox Jukebox | 00:03:53 | 3w3y8KPTfNeOKPiqUTakBh | USAT21203287 | 2012-12-07 | 91
Bruno Mars | Treasure | Unorthodox Jukebox | 00:02:58 | 55h7vJchibLdUkxdlX3fK7 | USAT21206909 | 2012-12-07 | 81
Bruno Mars | When I Was Your Man | Unorthodox Jukebox | 00:03:33 | 0nJW01T7XtvILxQgC5J7Wh | USAT21206701 | 2012-12-07 | 90
Surfaces | 24 / 7 / 365 | Surf | 00:02:57 | 0ClnfM4PI0wjlCVTJc9lP7 | TCADJ1711307 | 2017-12-03 | 0
Jon Bellion | Stupid Deep | Glory Sound Prep | 00:02:58 | 7cK7hDrE7vAesPf8xd5zmb | USUM71817103 | 2018-11-09 | 56
Jon Bellion | Blu | Glory Sound Prep | 00:03:03 | 4FUDWkguOUVpLRAVn5C20z | USUM71817097 | 2018-11-09 | 58
Icona Pop; Charli xcx | I Love It (feat. Charli XCX) | THIS IS... ICONA POP | 00:02:37 | 6HZ9VeI5IRFCNQLXhpF4bq | SEWEE1200301 | 2013-08-27 | 77
Jason Derulo | Want to Want Me | Everything Is 4 | 00:03:27 | 7oGZAicScQt96OAW4AruYy | USWB11503046 | 2015-05-29 | 79
MisterWives | SUPERBLOOM | SUPERBLOOM | 00:03:33 | 2HvtedoEeymVWrBPyAMNwZ | USAT22001763 | 2020-07-24 | 59
Forever The Sickest Kids | Bipolar Baby! | Forever The Sickest Kids | 00:03:11 | 2tnk7NUXUCcX326HqfokB6 | USUM71101370 | 2011 | 49
Set It Off | Why Worry | Duality | 00:03:19 | 39ShyO1yBCiEoEXHX9ie0F | US3X51429204 | 2014-10-14 | 60
AJR | Dear Winter 2.0 | Dear Winter 2.0 | 00:02:50 | 4GmOLzSEUuoEtLpVLsoVbj | QMRSZ1902247 | 2019-10-25 | 0
Katy Perry | The One That Got Away | Teenage Dream: The Complete Confection | 00:03:47 | 3oL3XRtkP1WVbMxf7dtTdu | USCA21001266 | 2012-03-12 | 75
Katy Perry | Part Of Me | Teenage Dream: The Complete Confection | 00:03:36 | 1nZzRJbFvCEct3uzu04ZoL | USCA21102809 | 2012-03-12 | 77
Katy Perry | Wide Awake | Teenage Dream: The Complete Confection | 00:03:40 | 5JLv62qFIS1DR3zGEcApRt | USCA21200932 | 2012-03-12 | 79
Good Charlotte | The Anthem | The Young and The Hopeless | 00:02:55 | 0BRHnOFm6sjxN1i9LJrUDu | USSM10209827 | 2002-10-04 | 76
Kings of Leon | Use Somebody | Only By The Night | 00:03:50 | 5VGlqQANWDKJFl0MBG3sg2 | USRC10800301 | 2008-09-23 | 83
Milky Chance | Stolen Dance | Sadnecessary | 00:05:13 | 6vECYJHxYmm3Ydt3fF01pE | DEL211300741 | 2014-06-20 | 7
Vishal-Shekhar; Vishal Dadlani | Tu Meri (From "Bang Bang") | Tu Meri (From "Bang Bang") | 00:04:17 | 29GEhH79MHH2wzB7FXRQ2R | INZ031400142 | 2014-08-24 | 0
Bazzi | Beautiful | COSMIC | 00:02:58 | 5TVirkSwFEXF1nLJEebe2I | TCADE1707724 | 2018-04-12 | 65
Kelly Clarkson | Miss Independent | Thankful | 00:03:34 | 2CZi8d774dBB0wiuWMIpr8 | USRC10300799 | 2003-04-15 | 57
J. Cole; Miguel | Power Trip (feat. Miguel) | Born Sinner (Deluxe Version) | 00:04:01 | 2uwnP6tZVVmTovzX5ELooy | USQX91300310 | 2013-06-18 | 82
J. Cole; TLC | Crooked Smile (feat. TLC) | Born Sinner (Deluxe Version) | 00:04:38 | 5gFoAVTN9YlM9uJCrFZtgl | USQX91301190 | 2013-06-18 | 71
Wiz Khalifa; Charlie Puth | See You Again (feat. Charlie Puth) | See You Again (feat. Charlie Puth) | 00:03:49 | 2JzZzZUQj3Qff7wapcbKjc | USAT21703595 | 2015 | 83
SDJM; Conor Maynard | That Way | That Way | 00:02:38 | 0Sc5lXL9iqUHibXRfiquGn | USAT21800235 | 2018-01-19 | 46
R3HAB; A Touch Of Class | All Around The World (La La La) | All Around The World (La La La) | 00:02:27 | 1D2Aldrksl9yWWCIPOeDzy | NLW4L1900121 | 2019-07-26 | 64
Imagine Dragons | I Don’t Know Why | Evolve | 00:03:10 | 15dnkAHcHC0vrIUlbiPiqU | USUM71704691 | 2017-06-23 | 1
Imagine Dragons | Whatever It Takes | Evolve | 00:03:21 | 4IWAyPf1KMq7JCyGeCjTeH | USUM71703515 | 2017-06-23 | 5
Imagine Dragons | Believer | Evolve | 00:03:24 | 0CcQNd8CINkwQfe1RDtGV6 | USUM71700626 | 2017-06-23 | 7
Imagine Dragons | Rise Up | Evolve | 00:03:51 | 7vAXN57IQ0sj049wZGIboE | USUM71704659 | 2017-06-23 | 0
Imagine Dragons | I’ll Make It Up To You | Evolve | 00:04:22 | 54h8xHewdRPnYzmbEHBhOO | USUM71704656 | 2017-06-23 | 0
Imagine Dragons | Start Over | Evolve | 00:03:06 | 6Q9ue1D2FU489FD4Uln3SX | USUM71704649 | 2017-06-23 | 0
Imagine Dragons | Dancing In The Dark | Evolve | 00:03:53 | 5HvtbJxOYLSACcPuhf62wT | USUM71704650 | 2017-06-23 | 0
DMX | X Gon' Give It To Ya | The Best Of DMX | 00:03:39 | 6uP0XLqjRqFx8HAfesdcAg | USDJ20201342 | 2010-01-01 | 5
MKTO | Classic | MKTO | 00:02:55 | 6FE2iI43OZnszFLuLtvvmg | USSM11301446 | 2012 | 84
Enrique Iglesias; Ludacris; DJ Frank E | Tonight (I'm Lovin' You) | Euphoria | 00:03:51 | 79R98MwYRcQZdAzjjzUbiX | GBUM71029655 | 2010 | 55
Lovejoy | Portrait of a Blank Slate | Wake Up & It's Over | 00:03:47 | 7505qe0xzCuDPaILCURnOC | QM4TX2379720 | 2023-05-12 | 58
Foster The People | Imagination | Imagination | 00:04:16 | 2flxduIqEbsicdmPyj1WVW | USSM11903686 | 2019-06-21 | 71
Katy Perry | Unconditionally | PRISM (Deluxe) | 00:03:48 | 4fwbGKNExPtPHbor1TBSY4 | USUM71311295 | 2013-10-18 | 60
JAY-Z; Linkin Park | Numb / Encore | Collision Course (Deluxe Version) | 00:03:25 | 7dyluIqv7QYVTXXZiMWPHW | USWB10403681 | 2004 | 68
Backstreet Boys | Everybody (Backstreet's Back) - Radio Edit | Viral Summer Hits 2022 | 00:03:45 | 0U5sKurNP7yqpaxGBzGiyE | USJI19710083 | 2022-05-26 | 62
T.I.; Rihanna | Live Your Life | Paper Trail | 00:05:38 | 3jlbL2OTD5YmIunYzgQTAN | USAT20803620 | 2008-09-07 | 78
T.I. | Whatever You Like | Paper Trail | 00:04:09 | 1IAzD1muglOxOcPbUHs70R | USAT20803170 | 2008-09-07 | 78
T.I.; Justin Timberlake | Dead And Gone | Paper Trail | 00:04:59 | 7IhsLJMqdxoo7YAZjaSMru | USAT20803689 | 2008-09-07 | 74
Britney Spears | Lucky | Oops!... I Did It Again | 00:03:26 | 2TTYIwTM2iLC1YOyHuhRMt | USJI10000148 | 2000-05-16 | 70
Rihanna; Drake | What's My Name? | Loud (Japan Version) | 00:04:23 | 6DkXLzBQT7cwXmTyzAB1DJ | USUM71025031 | 2010-01-01 | 78
Rihanna | Only Girl (In The World) | Loud (Japan Version) | 00:03:55 | 2ENexcMEMsYk0rVJigVD3i | USUM71023200 | 2010-01-01 | 87
Green Day | American Idiot | American Idiot (Deluxe) | 00:02:54 | 45zvStEMsXp8z45OQRhWFJ | USRE10400888 | 2004-09-21 | 63
Bazzi | Mine | Mine | 00:02:13 | 6tHWl8ows5JOZq9Yfaqn3M | USAT21704227 | 2017-10-12 | 0
Maroon 5; Future | Cold | Cold | 00:03:54 | 52yOf7Ls1u5AO3cFIzQ58m | USUM71616357 | 2017-02-14 | 1
Elton John | Bennie And The Jets - Remastered 2014 | Goodbye Yellow Brick Road (Remastered) | 00:05:22 | 5Wj1rJnCLpMHdLaxsFtJLs | GBUM71304955 | 1973-10-05 | 78
Lost Frequencies; Calum Scott | Where Are You Now | Where Are You Now | 00:02:28 | 3uUuGVFu1V7jTQL60S1r8z | BEHP42100067 | 2021-07-30 | 80
Bad Meets Evil; Bruno Mars | Lighters | Hell: The Sequel (Deluxe) | 00:05:03 | 5zpDHEU12zATwLGvozxPw2 | USUM71108179 | 2011-01-01 | 72
David Guetta; Sia | Titanium (feat. Sia) | Nothing but the Beat 2.0 | 00:04:05 | 0lHAMNU8RGiIObScrsRgmP | GB28K1100036 | 2011-08-24 | 75
David Guetta; Nicki Minaj | Turn Me On (feat. Nicki Minaj) | Nothing but the Beat 2.0 | 00:03:19 | 6JOlNkT0QdHeZB0wPbI9IR | GB28K1100029 | 2011-08-24 | 67
David Guetta; USHER | Without You (feat. Usher) | Nothing but the Beat 2.0 | 00:03:28 | 1tAutlhI9FwnKn7fVgmd5P | GB28K1100030 | 2011-08-24 | 68
Katy Perry | I Kissed A Girl | One Of The Boys | 00:02:59 | 5NFiJqwS8iMtJwGOgTKa2v | USCA20801738 | 2008-06-17 | 21
Green Day | Holiday / Boulevard of Broken Dreams | American Idiot | 00:08:13 | 0MsrWnxQZxPAcov7c74sSo | USRE10401218 | 2004-09-21 | 74
Green Day | Wake Me up When September Ends | American Idiot | 00:04:45 | 3ZffCQKLFLUvYM59XKLbVm | USRE10400992 | 2004-09-21 | 81
Vanessa Carlton | A Thousand Miles | Be Not Nobody | 00:03:57 | 4w1lzcaoZ1IC2K5TwjalRP | USIR10210955 | 2002-04-30 | 80
No Doubt | It's My Life | The Singles Collection | 00:03:45 | 2fOxxLz9JVe53itq6pfBak | USIR10312339 | 2003-01-01 | 59
Kelly Clarkson | Breakaway | Breakaway | 00:03:57 | 61Qhe2mHSLhUE04QeK4lkD | GBCTA0400230 | 2004-01-17 | 66
Kelly Clarkson | Since U Been Gone | Breakaway | 00:03:08 | 3xrn9i8zhNZsTtcoWgQEAd | GBCTA0400231 | 2004-01-17 | 79
Kelly Clarkson | Behind These Hazel Eyes | Breakaway | 00:03:18 | 0AKAxdNkwq9ZxRdW1DN9zW | GBCTA0400263 | 2004-01-17 | 64
Kelly Clarkson | Because of You | Breakaway | 00:03:39 | 3f3omU8n47Mqyab5nCaGyT | GBCTA0400265 | 2004-01-17 | 70
3 Doors Down | Kryptonite | The Better Life | 00:03:53 | 6ZOBP3NvffbU4SZcrnt1k6 | USUR19980187 | 2000 | 84
Cobra Starship; Sabi | You Make Me Feel... (feat. Sabi) | Night Shades | 00:03:35 | 16Of7eeW44kt0a1M0nitHM | USAT21100959 | 2011-08-29 | 76
Daddy Yankee | Gasolina | Barrio Fino (Bonus Track Version) | 00:03:12 | 6jEZLz3YpnEBRpVkv35AmP | QM6N21759342 | 2004-07-13 | 8
Glass Animals | Show Pony | I Love You So F***ing Much | 00:04:15 | 4O05ZiEmlfUFPhvafHqcIO | GBUM72310175 | 2024-07-19 | 63
